,mod,precision,recall,f1
0,0.0,0.235,0.01336518227833703,0.02529193348759619
1,0.12003480704831034,0.195,0.011090257635215834,0.020986923532260667
2,0.15263065539688583,0.19,0.010805892054825683,0.020448797287843726
3,0.19025066795287143,0.172,0.009782175965421145,0.018511542807942743
4,0.23247762806608788,0.15,0.008530967411704487,0.016143787332508205
5,0.2644815554708778,0.15,0.008530967411704487,0.016143787332508205
6,0.28691843968312314,0.166,0.009440937268952966,0.017865791314642415
7,0.31028547500118175,0.181,0.010294034010123415,0.019480170047893236
8,0.33274688404576036,0.156,0.008872206108172668,0.01678953882580854
9,0.3536699242091042,0.16,0.009099698572484787,0.017220039821342084
10,0.38050133590574287,0.154,0.008758459876016606,0.016574288328041756
11,0.4025077950728713,0.151,0.008587840527782517,0.01625141258139159
12,0.4269737495707827,0.174,0.009895922197577206,0.018726793305709522
13,0.44903266957257576,0.174,0.009895922197577206,0.018726793305709522
14,0.4693741635370472,0.17,0.009668429733265085,0.018296292310175967
15,0.49063781346662283,0.15,0.008530967411704487,0.016143787332508205
16,0.5109058325427225,0.171,0.009725302849343115,0.018403917559059353
17,0.5352870138882623,0.183,0.010407780242279474,0.019695420545660012
18,0.5574243816997106,0.161,0.009156571688562817,0.017327665070225474
19,0.5775068217597094,0.185,0.010521526474435534,0.019910671043426788
20,0.6001740352415517,0.181,0.010294034010123415,0.019480170047893236
21,0.6205709500023635,0.164,0.009327191036796906,0.01765054081687564
22,0.64309272112562,0.177,0.010066541545811295,0.019049669052359684
23,0.6631868478803153,0.176,0.010009668429733266,0.018942043803476295
24,0.6842511816575906,0.16,0.009099698572484787,0.017220039821342084
25,0.7061219233642326,0.16,0.009099698572484787,0.017220039821342084
26,0.7281418455144397,0.176,0.010009668429733266,0.018942043803476295
27,0.7499687735280302,0.17,0.009668429733265085,0.018296292310175967
28,0.7713754498720236,0.158,0.008985952340328727,0.01700478932357531
29,0.7922192645475973,0.144,0.008189728715236308,0.01549803583920788
30,0.8124176994919969,0.167,0.009497810385030996,0.0179734165635258
31,0.8333433890784913,0.18,0.010237160894045385,0.019372544799009846
32,0.8533436082055998,0.166,0.009440937268952966,0.017865791314642415
33,0.8733881890465949,0.181,0.010294034010123415,0.019480170047893236
34,0.8934151627948574,0.164,0.009327191036796906,0.01765054081687564
35,0.9140392883291077,0.189,0.010749018938747653,0.02034117203896034
36,0.9340501846455423,0.147,0.008360348063470397,0.015820911585858043
37,0.9540807269923794,0.177,0.010066541545811295,0.019049669052359684
38,0.9776598383685113,0.178,0.010123414661889325,0.019157294301243074
39,0.9994621998241106,0.185,0.010521526474435534,0.019910671043426788
